,"{1: [2, 3, 4, 6, 7, 8, 10, 16, 22, 29, 32, 33, 34, 37, 43, 46, 48, 49, 50, 51, 52, 55, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 79, 80, 81, 83, 84, 85, 87, 91, 94, 100, 107, 115, 116, 117, 127, 128, 130, 135, 145, 147, 151, 152, 153, 163, 173, 178, 184, 188, 189, 190, 196, 198, 207, 209, 211, 216, 219, 221, 224, 225, 226, 235, 238, 248, 253, 261, 262, 263, 266, 270, 273, 276, 278, 286, 289, 290, 291, 293, 296, 298, 300, 303, 304, 305, 311, 314, 326, 328, 330, 332, 334, 336, 342, 344, 345, 346, 347, 350, 353, 366, 368, 371, 377, 380, 383, 384, 385, 388, 392, 396, 400, 404, 411, 415, 418, 420, 421, 422, 427, 429, 433, 446, 456, 457, 458, 465, 470, 473, 475, 477, 479, 481, 483, 495, 496, 497, 499, 502, 509, 511, 522, 524, 530, 532, 533, 534, 542, 544, 547, 558, 560, 565, 566, 567, 569, 572, 595, 600, 601, 602, 605, 607, 610, 625, 636, 637, 638, 641, 650, 663, 665, 669, 673, 674, 675, 681, 696, 703, 710, 711, 712, 715, 728, 739, 747, 748, 749, 759, 767, 772, 776, 783, 784, 785, 790, 792, 795, 797, 799, 801, 804, 806, 808, 810, 819, 822, 823, 824, 832, 841, 848, 851, 857, 858, 859, 861, 872, 878, 888, 894, 895, 896, 903, 912, 914, 917, 922, 926, 931, 932, 933, 942, 951, 954, 956, 959, 962, 964, 966, 969, 970, 971, 973, 976, 978, 981, 983, 985, 989, 991, 994, 996, 999, 1001, 1004, 1007, 1009, 1010, 1011, 1014, 1016, 1018, 1021, 1024, 1028, 1031, 1036, 1038, 1041, 1048, 1049, 1050, 1053, 1055, 1057, 1059, 1061, 1068, 1070, 1076, 1078, 1081, 1085, 1086, 1087, 1091, 1094, 1096, 1100, 1102, 1104, 1106, 1108, 1111, 1113, 1115, 1117, 1119, 1122, 1124, 1125, 1126, 1128, 1130, 1133, 1136, 1138, 1140, 1142, 1146, 1148, 1155, 1157, 1159, 1163, 1164, 1165, 1175, 1184, 1186, 1188, 1189, 1191, 1196, 1198, 1199, 1200, 1204, 1206, 1209, 1211, 1216, 1218, 1220, 1223, 1236, 1237, 1238, 1240, 1243, 1246, 1255, 1260, 1262, 1265, 1267, 1271, 1273, 1274, 1275, 1281, 1284, 1287, 1296, 1299, 1301, 1303, 1305, 1311, 1312, 1313, 1318, 1321, 1323, 1326, 1329, 1337, 1339, 1341, 1344, 1348, 1349, 1350, 1353, 1355, 1357, 1359, 1363, 1365, 1370, 1372, 1385, 1386, 1387, 1390, 1392, 1395, 1397, 1399, 1401, 1405, 1410, 1413, 1415, 1419, 1422, 1423, 1424, 1428, 1430, 1434, 1441, 1451, 1458, 1459, 1460, 1463, 1468, 1471, 1472, 1473, 1475, 1476, 1477, 1478, 1480, 1482, 1483, 1484, 1490, 1491, 1492, 1493, 1495, 1497, 1498, 1499, 1504, 1505, 1506, 1511, 1514, 1515, 1516, 1519, 1521, 1522, 1523, 1525, 1526, 1527, 1530, 1531, 1532, 1534, 1535, 1536, 1540, 1541, 1542, 1544, 1549, 1551, 1556, 1557, 1558, 1560, 1565, 1572, 1579, 1583, 1586, 1587]}"
environmental,{1: [1547]}
regards,{1: [1561]}
aryan,"{1: [449, 693, 743]}"
manipulation,"{1: [503, 568, 574, 586]}"
overwhelming,"{1: [24, 874]}"
institution,"{1: [438, 506]}"
remember,"{1: [1072, 1095, 1152, 1160]}"
warfare,{1: [372]}
quietness,{1: [430]}
subjectmatter,"{1: [1574, 1576, 1581]}"
gentile,"{1: [324, 628, 1202, 1282, 1290]}"
whenever,{1: [1002]}
individual,"{1: [441, 676, 678, 1058, 1285]}"
reproduction,"{1: [1074, 1566, 1568, 1573]}"
nedarim,{1: [1046]}
false,"{1: [232, 1251]}"
lightly,{1: [1037]}
spelled,{1: [1308]}
fail,{1: [132]}
need,"{1: [39, 41, 233, 259, 292, 627, 1095, 1391, 1464]}"
clearly,{1: [683]}
catholic,{1: [1315]}
bastard,"{1: [1297, 1300, 1304]}"
afraid,"{1: [426, 990, 992]}"
skillful,{1: [1368]}
babel,{1: [1178]}
agency,{1: [243]}
boastful,"{1: [200, 1425]}"
outward,"{1: [562, 706]}"
mix,"{1: [302, 1201]}"
relatives,{1: [355]}
concerns,{1: [564]}
mir,{1: [1309]}
unless,"{1: [229, 721, 1173, 1225, 1570, 1578]}"
procure,"{1: [705, 705]}"
harmful,{1: [260]}
representation,{1: [855]}
device,{1: [737]}
cleverest,{1: [1032]}
class,"{1: [351, 372]}"
fair,"{1: [1543, 1552, 1584]}"
nidre,"{1: [1045, 1046]}"
deny,{1: [1044]}
consequences,{1: [1408]}
stronger,{1: [768]}
face,"{1: [15, 870, 881]}"
gesture,{1: [852]}
wounded,{1: [158]}
fact,"{1: [167, 284, 440, 452, 469, 599, 640, 760, 1044, 1248, 1279, 1444, 1450]}"
text,"{1: [11, 44, 612]}"
agreed,"{1: [1073, 1408, 1411]}"
charles,"{1: [47, 1474, 1481, 1496]}"
anyway,"{1: [972, 1020, 1152, 1166]}"
unbelievable,"{1: [843, 1404, 1439]}"
bring,"{1: [591, 705, 781, 818]}"
traitor,{1: [907]}
bedroom,{1: [119]}
fear,"{1: [561, 717, 729, 731, 751, 809, 905]}"
supporter,{1: [622]}
communism,"{1: [340, 880]}"
based,"{1: [232, 717, 1567]}"
knowledge,"{1: [192, 312, 343, 864, 928, 947]}"
sheriff,{1: [1444]}
rosenthal,"{1: [12, 13, 17, 31, 53, 56, 58, 63, 92, 101, 108, 118, 139, 148, 154, 155, 157, 159, 164, 166, 169, 175, 179, 249, 431, 501, 510, 559, 570, 608, 640, 656, 666, 773, 779, 786, 789, 813, 844, 846, 873, 875, 915, 923, 927, 929, 943, 945, 960, 977, 986, 1005, 1022, 1042, 1092, 1103, 1197, 1388, 1411, 1416, 1431, 1435, 1442]}"
tape,"{1: [930, 955, 1131, 1310, 1416]}"
indeed,{1: [191]}
attained,{1: [617]}
communist,"{1: [124, 139, 325, 358]}"
local,"{1: [588, 755]}"
achieve,{1: [693]}
meant,{1: [1309]}
topple,{1: [761]}
hijacking,{1: [160]}
bonds,"{1: [525, 855]}"
beat,{1: [274]}
bear,"{1: [1479, 1485, 1487, 1489]}"
made,"{1: [92, 97, 246, 264, 365, 452, 571, 779, 835, 1052, 1065, 1071, 1436, 1442, 1569]}"
legitimate,{1: [1582]}
words,"{1: [30, 31, 142, 769, 957, 979, 1040, 1279, 1501]}"
christianitys,{1: [206]}
tossed,{1: [230]}
glory,{1: [599]}
contemptible,{1: [1302]}
h,"{1: [1227, 1230]}"
wish,"{1: [937, 1584]}"
ministered,{1: [867]}
fixed,{1: [132]}
europe,{1: [1257]}
exists,"{1: [258, 258, 549, 561, 578]}"
acquired,{1: [536]}
national,"{1: [93, 503, 505, 587, 1251, 1253]}"
edition,{1: [877]}
officials,"{1: [244, 489]}"
merits,{1: [643]}
recently,{1: [697]}
gutters,{1: [1470]}
destiny,{1: [762]}
attempting,{1: [357]}
vows,"{1: [1046, 1047]}"
written,"{1: [193, 667, 752, 998, 1487]}"
closed,{1: [730]}
deposed,{1: [769]}
tens,{1: [836]}
neither,{1: [584]}
warren,{1: [1230]}
youll,"{1: [1079, 1084, 1202]}"
publishers,{1: [361]}
ends,{1: [988]}
sole,{1: [1569]}
explosive,{1: [552]}
ability,{1: [945]}
importance,"{1: [836, 840]}"
however,"{1: [698, 723, 779, 1447]}"
willing,{1: [702]}
key,{1: [788]}
police,"{1: [322, 355, 355]}"
baubles,{1: [704]}
freely,"{1: [154, 1351]}"
taking,{1: [309]}
equal,"{1: [480, 1067, 1371]}"
attributed,"{1: [102, 1089]}"
agree,"{1: [1084, 1251]}"
etc,"{1: [464, 684, 899, 1052, 1548]}"
admit,"{1: [5, 779, 813, 913, 949, 1420]}"
auctions,{1: [1208]}
estimation,{1: [452]}
otherwise,{1: [1035]}
comment,"{1: [958, 1252, 1425]}"
co,{1: [114]}
abhorred,{1: [676]}
worldly,{1: [30]}
manhood,{1: [561]}
passon,{1: [938]}
forms,{1: [526]}
copies,"{1: [935, 1045]}"
cent,"{1: [514, 515]}"
immense,{1: [348]}
poured,{1: [431]}
define,{1: [222]}
tyranny,"{1: [1, 19, 20, 82, 753, 935, 938, 1429, 1465]}"
controlled,"{1: [104, 631, 1254]}"
sufficient,{1: [492]}
assert,{1: [855]}
atonement,{1: [1047]}
finished,{1: [967]}
present,"{1: [564, 706, 853]}"
quotation,{1: [504]}
cbs,{1: [1227]}
fearful,{1: [723]}
plain,{1: [1003]}
appearance,{1: [562]}
value,"{1: [447, 721]}"
secrets,{1: [845]}
instigated,{1: [1170]}
rbf,{1: [59]}
discoveries,{1: [402]}
almost,"{1: [129, 205, 838, 1151, 1174, 1235, 1378, 1403, 1436]}"
thus,"{1: [98, 234, 364, 474, 582, 589, 701, 746, 835, 910, 939, 1361]}"
site,"{1: [1545, 1553, 1584]}"
surface,"{1: [781, 1431]}"
helped,{1: [781]}
watched,{1: [1425]}
claimed,{1: [1508]}
capture,{1: [812]}
repugnant,{1: [260]}
terrorist,{1: [57]}
productivity,{1: [695]}
perhaps,"{1: [136, 576, 780, 1033, 1058, 1105, 1368, 1383, 1402]}"
began,"{1: [434, 948, 1098]}"
administration,{1: [113]}
cross,{1: [459]}
unite,"{1: [593, 677, 678, 679, 899]}"
member,"{1: [230, 589, 1462, 1564]}"
matthew,{1: [36]}
unity,{1: [1181]}
strange,{1: [157]}
eyeforan,{1: [283]}
party,"{1: [333, 460]}"
gets,"{1: [814, 1080, 1300]}"
injured,{1: [155]}
spell,"{1: [217, 984, 1308]}"
slave,{1: [1208]}
reporting,{1: [1576]}
upon,"{1: [19, 39, 112, 131, 719, 720, 727, 941, 1408, 1412, 1518]}"
effect,{1: [1052]}
beast,{1: [20]}
prophesied,{1: [685]}
infinite,{1: [706]}
frequently,{1: [299]}
adherents,{1: [491]}
destruction,"{1: [576, 627, 1393, 1461]}"
scarcely,{1: [843]}
center,{1: [340]}
weapon,"{1: [833, 1367]}"
well,"{1: [308, 598, 1000, 1054, 1066, 1075, 1134, 1201, 1314, 1319, 1324, 1406]}"
fighting,"{1: [630, 735, 1454]}"
col,{1: [714]}
thought,"{1: [378, 389, 559, 963, 974, 1026, 1033, 1528]}"
command,{1: [97]}
english,"{1: [980, 1322, 1325, 1502]}"
conquer,{1: [897]}
creators,"{1: [682, 683]}"
soviet,"{1: [322, 323]}"
latest,{1: [1256]}
less,"{1: [604, 604, 1029]}"
khrushchev,{1: [96]}
executive,"{1: [1228, 1230]}"
keeping,{1: [1177]}
protecting,"{1: [890, 893]}"
antisemitism,"{1: [208, 254, 257, 258]}"
happiness,{1: [702]}
spells,{1: [986]}
rapid,{1: [725]}
guts,"{1: [294, 423, 425, 791, 1293, 1352]}"
semitism,"{1: [254, 257]}"
reasons,"{1: [616, 1288]}"
adoption,{1: [98]}
raved,{1: [180]}
citizen,{1: [775]}
ought,{1: [492]}
divided,{1: [1356]}
myth,"{1: [279, 805]}"
government,"{1: [14, 125, 186, 215, 297, 307, 309, 323, 337, 339, 343, 354, 356, 409, 412, 413, 417, 489, 506, 575, 642, 658, 735, 787, 803, 816, 817, 1152, 1153, 1183, 1346, 1444]}"
httpwwwlawcornelleduuscodeshtml,{1: [1555]}
increases,{1: [592]}
five,"{1: [329, 471]}"
know,"{1: [295, 307, 315, 356, 379, 397, 416, 725, 834, 834, 879, 899, 900, 1017, 1019, 1022, 1025, 1026, 1029, 1088, 1097, 1109, 1120, 1143, 1180, 1212, 1247, 1319, 1380, 1470]}"
presume,{1: [1210]}
press,"{1: [492, 952, 1573]}"
intrigues,{1: [461]}
necessary,"{1: [40, 453, 553, 596, 836, 1168, 1181, 1212]}"
like,"{1: [5, 20, 195, 237, 246, 255, 279, 394, 913, 949, 1000, 1306, 1315, 1381, 1382, 1420, 1426]}"
success,"{1: [181, 485, 1375]}"
pity,{1: [292]}
admitted,"{1: [787, 802, 1279]}"
parasite,{1: [485]}
martin,{1: [99]}
become,"{1: [215, 375, 394, 397, 398, 551, 563, 622, 702, 708, 708, 778, 849, 1153, 1167, 1172, 1173, 1291, 1324]}"
conclusion,{1: [1427]}
traitors,{1: [463]}
foreseeable,{1: [308]}
searching,{1: [1143]}
hail,{1: [655]}
proper,"{1: [41, 770, 835, 1201]}"
home,{1: [1517]}
empire,"{1: [282, 284, 761]}"
happens,{1: [1002]}
lear,{1: [1232]}
passion,"{1: [744, 1393]}"
ethiopian,{1: [1333]}
forgiven,{1: [1051]}
leader,"{1: [227, 282, 1166, 1166]}"
reaching,{1: [730]}
monetary,{1: [503]}
pressure,{1: [552]}
murdered,"{1: [56, 160, 1012]}"
conveyed,{1: [779]}
although,"{1: [154, 837, 937]}"
nationalities,{1: [321]}
posterity,{1: [564]}
coldly,{1: [139]}
raise,{1: [581]}
gained,"{1: [500, 527, 642, 656, 802]}"
actual,{1: [180]}
getting,"{1: [699, 782, 987, 1432]}"
freedom,"{1: [313, 856, 1455, 1455, 1528, 1528, 1537, 1537]}"
urged,{1: [434]}
louisville,{1: [1447]}
blessings,{1: [655]}
worldl,{1: [1187]}
debauched,{1: [1195]}
fatally,{1: [158]}
outset,{1: [507]}
letters,{1: [754]}
perfectionists,{1: [1368]}
previously,{1: [643]}
preexisting,{1: [354]}
washington,"{1: [14, 167, 169, 170, 186, 239, 828, 920, 1291]}"
billions,{1: [527]}
guard,{1: [910]}
doesnt,"{1: [271, 306, 378, 397, 1330, 1375]}"
brush,"{1: [1037, 1278]}"
couldnt,{1: [268]}
strategy,{1: [1347]}
regarded,{1: [1253]}
accused,"{1: [946, 1416]}"
spots,{1: [1333]}
rcs,{1: [1227]}
inasmuch,{1: [1436]}
vay,"{1: [1308, 1308, 1309]}"
inner,"{1: [17, 845, 1294]}"
rosenfield,{1: [1227]}
buy,{1: [268]}
north,{1: [631]}
taxfree,{1: [245]}
triggered,{1: [570]}
brand,{1: [255]}
gain,"{1: [23, 432]}"
courts,{1: [1172]}
contemptuously,{1: [517]}
highest,{1: [690]}
baptist,{1: [1446]}
detestable,"{1: [251, 736, 1302]}"
tactics,{1: [18]}
israelites,"{1: [232, 474, 1256]}"
evident,"{1: [112, 629]}"
whether,"{1: [389, 541, 1152]}"
dangerous,{1: [883]}
official,{1: [905]}
distract,{1: [435]}
excitement,{1: [570]}
converted,"{1: [394, 398, 699, 1325, 1335]}"
stories,{1: [1448]}
problem,"{1: [35, 41, 389, 518, 519, 580, 737, 746]}"
globalist,{1: [61]}
cordial,{1: [608]}
supreme,{1: [1440]}
apathy,{1: [826]}
replying,{1: [1417]}
universal,"{1: [1509, 1512, 1513, 1524, 1533]}"
authenticity,"{1: [1019, 1046]}"
dissemination,{1: [1507]}
denote,{1: [1297]}
goodness,{1: [652]}
ink,"{1: [106, 752]}"
pits,{1: [137]}
education,{1: [1373]}
pit,{1: [593]}
happen,{1: [487]}
authority,{1: [1461]}
talmud,"{1: [440, 987, 1046, 1324]}"
incredible,"{1: [140, 1448]}"
corporation,"{1: [527, 535]}"
scholarly,{1: [1256]}
saviour,{1: [898]}
book,"{1: [588, 589, 612, 653, 656, 657, 657, 658, 659, 753, 993, 1046, 1252, 1500]}"
conspires,{1: [882]}
repute,{1: [750]}
illusion,{1: [756]}
chameleon,{1: [1426]}
illegally,{1: [829]}
conveys,{1: [953]}
living,"{1: [1042, 1417, 1454]}"
oppression,{1: [1449]}
june,{1: [47]}
shown,{1: [44]}
risked,{1: [863]}
chance,{1: [1306]}
earthly,"{1: [267, 284]}"
friends,"{1: [167, 1088, 1248, 1248, 1306]}"
christians,"{1: [202, 234, 460, 615, 619, 633, 635, 972, 1066, 1147, 1153, 1168, 1215, 1456, 1457]}"
squeal,{1: [541]}
arouse,{1: [874]}
prevalent,{1: [35]}
entertainment,{1: [550]}
rule,"{1: [338, 354, 659, 763, 892, 892]}"
portion,"{1: [603, 935, 940]}"
compete,"{1: [1369, 1376]}"
jewcontrolled,{1: [821]}
understand,"{1: [337, 655, 687, 687, 720, 734, 753, 972, 1092, 1282, 1309, 1315, 1371, 1389, 1409, 1411]}"
confess,{1: [666]}
unspeakable,{1: [1469]}
